pearson_estimate	pearson_pval	is_in_Ace1
Sig_kmer3960	0.721101685572586	0.00000000000132030734314121	TRUE
Sig_kmer4013	0.760540930162789	0.0000000000000142474738895484	TRUE
Sig_kmer4354	0.822674812178866	0.00000000000000000138002105850144	TRUE
Sig_kmer4455	0.738109004836515	0.000000000000206854605463043	TRUE
Sig_kmer4464	0.745385937016273	0.0000000000000895350732163389	TRUE
Sig_kmer4646	0.625423917536078	0.0000000055104477649157	TRUE
Sig_kmer5504	0.802938369909489	0.0000000000000000369880882449408	TRUE
Sig_kmer5719	0.431111982560466	0.000174536702571688	TRUE
Sig_kmer5758	0.462602245984013	0.0000487111076619072	TRUE
Sig_kmer5788	0.705841643825891	0.00000000000622600150200843	TRUE
Sig_kmer5802	0.747909979881469	0.0000000000000665234901936374	TRUE
Sig_kmer5881	0.500039527139452	0.00000899493015277009	TRUE
Sig_kmer6091	0.884685062942141	0.00000000000000000000000145633348922955	TRUE
Sig_kmer6129	0.851089989609758	0.00000000000000000000550544593815203	TRUE
Sig_kmer6318	0.72500113769654	0.000000000000873761970002203	TRUE
Sig_kmer6532	0.753273057257593	0.0000000000000349722435438301	TRUE
Sig_kmer6558	0.820300448955328	0.00000000000000000209339247117571	TRUE
Sig_kmer6799	0.853644832183166	0.00000000000000000000316890363651131	TRUE
Sig_kmer7016	0.745901183145272	0.0000000000000842905323595596	TRUE
Sig_kmer7186	0.763219195572442	0.0000000000000101515520664292	TRUE
Sig_kmer7193	0.525381976846953	0.00000254738479671102	TRUE
Sig_kmer7414	0.757277989977908	0.0000000000000214047120050175	TRUE
Sig_kmer9548	0.74033540539839	0.00000000000016057618234925	TRUE
