Serial	Country	Year	Location	Ace1_G119S	GPS_coordinates	Collection_date	Contact	Method	CollectionID	phenotypic_bioassay_date	phenotypic_bioassay_method	Insecticide	Concentration_x	Concentration_percentage	Exposure_min	Plate_name	Plate_code	Sample_ID	phenotype	DNA_extraction_method	DNA_extraction_date	DNA_conc_ngul	DNA_100ul	Species	species_id_method	PlateNo	Well	HEX_Ct_dR	FAM_Ct_dR	HEX_dR_last	Threshold_HEX_dR	FAM_dR_last	Threshold_FAM_dR	FAM_Ct-HEX_Ct
2433	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A67	Alive	nexttec_1_step	18/05/20			col	New SINE									
2434	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A68	Alive	nexttec_1_step	18/05/20			col	New SINE									
2435	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A69	Alive	nexttec_1_step	18/05/20			gamcol	New SINE									
2436	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A70	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2437	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A71	Alive	nexttec_1_step	18/05/20			col	New SINE									
2438	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A72	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2439	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A73	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2440	Ivory Coast	2017	Aboisso 	NA	05 28 04 N 03 12 25 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	IC2017_Plate4	423 7231 17 029 	IC17ABODel_A74	Alive	nexttec_1_step	18/05/20			gam	New SINE									
2441				NA																				NA										
2442	Ivory Coast	2017	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D01	Dead	nexttec_1_step	18/07/20			ara	MCA									
2443	Ivory Coast	2018	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D02	Dead	nexttec_1_step	18/07/20			ara	MCA									
2444	Ivory Coast	2019	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D03	Dead	nexttec_1_step	18/07/20			ara	MCA									
2445	Ivory Coast	2020	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D04	Dead	nexttec_1_step	18/07/20			ara	MCA									
2446	Ivory Coast	2021	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D05	Dead	nexttec_1_step	18/07/20			ara	MCA									
2447	Ivory Coast	2022	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D06	Dead	nexttec_1_step	18/07/20			ara	MCA									
2448	Ivory Coast	2023	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D07	Dead	nexttec_1_step	18/07/20			ara	MCA									
2449	Ivory Coast	2024	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D08	Dead	nexttec_1_step	18/07/20			ara	MCA									
2450	Ivory Coast	2025	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D09	Dead	nexttec_1_step	18/07/20			ara	MCA									
2451	Ivory Coast	2026	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D10	Dead	nexttec_1_step	18/07/20			ara	MCA									
2452	Ivory Coast	2027	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D11	Dead	nexttec_1_step	18/07/20			ara	MCA									
2453	Ivory Coast	2028	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D12	Dead	nexttec_1_step	18/07/20			ara	MCA									
2454	Ivory Coast	2029	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D13	Dead	nexttec_1_step	18/07/20			ara	MCA									
2455	Ivory Coast	2030	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D14	Dead	nexttec_1_step	18/07/20			ara	MCA									
2456	Ivory Coast	2031	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D15	Dead	nexttec_1_step	18/07/20			ara	MCA									
2457	Ivory Coast	2032	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D16	Dead	nexttec_1_step	18/07/20			ara	MCA									
2458	Ivory Coast	2033	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D17	Dead	nexttec_1_step	18/07/20			ara	MCA									
2459	Ivory Coast	2034	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D18	Dead	nexttec_1_step	18/07/20			ara	MCA									
2460	Ivory Coast	2035	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D19	Dead	nexttec_1_step	18/07/20			ara	MCA									
2461	Ivory Coast	2036	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D20	Dead	nexttec_1_step	18/07/20			ara	MCA									
2462	Ivory Coast	2037	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D21	Dead	nexttec_1_step	18/07/20			N/A	MCA									
2463	Ivory Coast	2038	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D22	Dead	nexttec_1_step	18/07/20			ara	MCA									
2464	Ivory Coast	2039	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D23	Dead	nexttec_1_step	18/07/20			ara	MCA									
2465	Ivory Coast	2040	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D24	Dead	nexttec_1_step	18/07/20			ara	MCA									
2466	Ivory Coast	2041	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D25	Dead	nexttec_1_step	18/07/20			ara	MCA									
2467	Ivory Coast	2042	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D26	Dead	nexttec_1_step	18/07/20			ara	MCA									
2468	Ivory Coast	2043	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D27	Dead	nexttec_1_step	18/07/20			ara	MCA									
2469	Ivory Coast	2044	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D28	Dead	nexttec_1_step	18/07/20			ara	MCA									
2470	Ivory Coast	2045	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D29	Dead	nexttec_1_step	18/07/20			ara	MCA									
2471	Ivory Coast	2046	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D30	Dead	nexttec_1_step	18/07/20			ara	MCA									
2472	Ivory Coast	2047	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D31	Dead	nexttec_1_step	18/07/20			ara	MCA									
2473	Ivory Coast	2048	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D32	Dead	nexttec_1_step	18/07/20			ara	MCA									
2474	Ivory Coast	2049	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D33	Dead	nexttec_1_step	18/07/20			ara	MCA									
2475	Ivory Coast	2050	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D34	Dead	nexttec_1_step	18/07/20			ara	MCA									
2476	Ivory Coast	2051	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D35	Dead	nexttec_1_step	18/07/20			ara	MCA									
2477	Ivory Coast	2052	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D36	Dead	nexttec_1_step	18/07/20			ara	MCA									
2478	Ivory Coast	2053	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D37	Dead	nexttec_1_step	18/07/20			ara	MCA									
2479	Ivory Coast	2054	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D38	Dead	nexttec_1_step	18/07/20			ara	MCA									
2480	Ivory Coast	2055	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D39	Dead	nexttec_1_step	18/07/20			ara	MCA									
2481	Ivory Coast	2056	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D40	Dead	nexttec_1_step	18/07/20			ara	MCA									
2482	Ivory Coast	2057	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D41	Dead	nexttec_1_step	18/07/20			ara	MCA									
2483	Ivory Coast	2058	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D42	Dead	nexttec_1_step	18/07/20			ara	MCA									
2484	Ivory Coast	2059	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D43	Dead	nexttec_1_step	18/07/20			ara	MCA									
2485	Ivory Coast	2060	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D44	Dead	nexttec_1_step	18/07/20			ara	MCA									
2486	Ivory Coast	2061	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D45	Dead	nexttec_1_step	18/07/20			ara	MCA									
2487	Ivory Coast	2062	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D46	Dead	nexttec_1_step	18/07/20			ara	MCA									
2488	Ivory Coast	2063	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D47	Dead	nexttec_1_step	18/07/20			ara	MCA									
2489	Ivory Coast	2064	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D48	Dead	nexttec_1_step	18/07/20			ara	MCA									
2490	Ivory Coast	2065	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D49	Dead	nexttec_1_step	18/07/20			ara	MCA									
2491	Ivory Coast	2066	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D50	Dead	nexttec_1_step	18/07/20			ara	MCA									
2492	Ivory Coast	2067	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D51	Dead	nexttec_1_step	18/07/20			ara	MCA									
2493	Ivory Coast	2068	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D52	Dead	nexttec_1_step	18/07/20			ara	MCA									
2494	Ivory Coast	2069	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D53	Dead	nexttec_1_step	18/07/20			ara	MCA									
2495	Ivory Coast	2070	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D54	Dead	nexttec_1_step	18/07/20			ara	MCA									
2496	Ivory Coast	2071	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D55	Dead	nexttec_1_step	18/07/20			ara	MCA									
2497	Ivory Coast	2072	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D56	Dead	nexttec_1_step	18/07/20			ara	MCA									
2498	Ivory Coast	2073	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D57	Dead	nexttec_1_step	18/07/20			ara	MCA									
2499	Ivory Coast	2074	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D58	Dead	nexttec_1_step	18/07/20			ara	MCA									
2500	Ivory Coast	2075	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D59	Dead	nexttec_1_step	18/07/20			ara	MCA									
2501	Ivory Coast	2076	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D60	Dead	nexttec_1_step	18/07/20			ara	MCA									
2502	Ivory Coast	2077	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D61	Dead	nexttec_1_step	18/07/20			ara	MCA									
2503	Ivory Coast	2078	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D62	Dead	nexttec_1_step	18/07/20			ara	MCA									
2504	Ivory Coast	2079	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D63	Dead	nexttec_1_step	18/07/20			ara	MCA									
2505	Ivory Coast	2080	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D64	Dead	nexttec_1_step	18/07/20			ara	MCA									
2506	Ivory Coast	2081	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D65	Dead	nexttec_1_step	18/07/20			ara	MCA									
2507	Ivory Coast	2082	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D66	Dead	nexttec_1_step	18/07/20			ara	MCA									
2508	Ivory Coast	2083	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D67	Dead	nexttec_1_step	18/07/20			ara	MCA									
2509	Ivory Coast	2084	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D68	Dead	nexttec_1_step	18/07/20			ara	MCA									
2510	Ivory Coast	2085	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D69	Dead	nexttec_1_step	18/07/20			ara	MCA									
2511	Ivory Coast	2086	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D70	Dead	nexttec_1_step	18/07/20			ara	MCA									
2512	Ivory Coast	2087	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D71	Dead	nexttec_1_step	18/07/20			ara	MCA									
2513	Ivory Coast	2088	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D72	Dead	nexttec_1_step	18/07/20			ara	MCA									
2514	Ivory Coast	2089	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D73	Dead	nexttec_1_step	18/07/20			ara	MCA									
2515	Ivory Coast	2090	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D74	Dead	nexttec_1_step	18/07/20			ara	MCA									
2516	Ivory Coast	2091	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D75	Dead	nexttec_1_step	18/07/20			ara	MCA									
2517	Ivory Coast	2092	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D76	Dead	nexttec_1_step	18/07/20			ara	MCA									
2518	Ivory Coast	2093	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D77	Dead	nexttec_1_step	18/07/20			ara	MCA									
2519	Ivory Coast	2094	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D78	Dead	nexttec_1_step	18/07/20			ara	MCA									
2520	Ivory Coast	2095	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D79	Dead	nexttec_1_step	18/07/20			ara	MCA									
2521	Ivory Coast	2096	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D80	Dead	nexttec_1_step	18/07/20			ara	MCA									
2522	Ivory Coast	2097	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D81	Dead	nexttec_1_step	18/07/20			col	MCA									
2523	Ivory Coast	2098	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D82	Dead	nexttec_1_step	18/07/20			ara	MCA									
2524	Ivory Coast	2099	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D83	Dead	nexttec_1_step	18/07/20			ara	MCA									
2525	Ivory Coast	2100	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D84	Dead	nexttec_1_step	18/07/20			ara	MCA									
2526	Ivory Coast	2101	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D85	Dead	nexttec_1_step	18/07/20			ara	MCA									
2527	Ivory Coast	2102	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D86	Dead	nexttec_1_step	18/07/20			ara	MCA									
2528	Ivory Coast	2103	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D87	Dead	nexttec_1_step	18/07/20			ara	MCA									
2529	Ivory Coast	2104	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D88	Dead	nexttec_1_step	18/07/20			ara	MCA									
2530	Ivory Coast	2105	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D89	Dead	nexttec_1_step	18/07/20			NA	MCA									
2531	Ivory Coast	2106	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D90	Dead	nexttec_1_step	18/07/20			NA	MCA									
2532	Ivory Coast	2107	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D91	Dead	nexttec_1_step	18/07/20			NA	MCA									
2533	Ivory Coast	2108	Lakota	NA	05 50 51 N 05 40 55 W	01/09/17	Edi Constant	Larvae			Tube	Deltamethrin	2x	0.10%	60	2017_Plate 30	423 7231 17 030 	IC17LKTDel_D92	Dead	nexttec_1_step	18/07/20			NA	MCA									
